Journal name,JCR Abbreviation,ISSN,eISSN,Category,2022 JIF,2022 JCI,5 Year JIF,JIF Rank,JCI Rank
"NEUROPATHOLOGY","NEUROPATHOLOGY","0919-6544","1440-1789","CLINICAL NEUROLOGY - SCIE","2.3","0.5","2"," 151/212 "," 196/267 "
"SPINAL CORD","SPINAL CORD","1362-4393","1476-5624","CLINICAL NEUROLOGY - SCIE","2.2","0.78","2.8"," 156/212 "," 109/267 "
"EPILEPSY RESEARCH","EPILEPSY RES","0920-1211","1872-6844","CLINICAL NEUROLOGY - SCIE","2.2","0.68","2.6"," 156/212 "," 142/267 "
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","J CLIN EXP NEUROPSYC","1380-3395","1744-411X","CLINICAL NEUROLOGY - SCIE","2.2","0.63","2.5"," 156/212 "," 158/267 "
"CHILD NEUROPSYCHOLOGY","CHILD NEUROPSYCHOL","0929-7049","1744-4136","CLINICAL NEUROLOGY - SCIE","2.2","0.62","2.7"," 156/212 "," 160/267 "
"NEUROGENETICS","NEUROGENETICS","1364-6745","1364-6753","CLINICAL NEUROLOGY - SCIE","2.2","0.61","2.6"," 156/212 "," 163/267 "
"OTOLOGY & NEUROTOLOGY","OTOL NEUROTOL","1531-7129","1537-4505","CLINICAL NEUROLOGY - SCIE","2.1","0.86","2.4"," 161/212 "," 88/267 "
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","ALZ DIS ASSOC DIS","0893-0341","0893-0341","CLINICAL NEUROLOGY - SCIE","2.1","0.68","3"," 161/212 "," 142/267 "
"Current Alzheimer Research","CURR ALZHEIMER RES","1567-2050","1875-5828","CLINICAL NEUROLOGY - SCIE","2.1","0.52","3.3"," 161/212 "," 194/267 "
"CURRENT NEUROVASCULAR RESEARCH","CURR NEUROVASC RES","1567-2026","1875-5739","CLINICAL NEUROLOGY - SCIE","2.1","0.44","2"," 161/212 "," 209/267 "
"APHASIOLOGY","APHASIOLOGY","0268-7038","1464-5041","CLINICAL NEUROLOGY - SCIE","2","0.75","2.4"," 165/212 "," 120/267 "
"NEUROREHABILITATION","NEUROREHABILITATION","1053-8135","1878-6448","CLINICAL NEUROLOGY - SCIE","2","0.67","2.5"," 165/212 "," 150/267 "
"World Neurosurgery","WORLD NEUROSURG","1878-8750","1878-8769","CLINICAL NEUROLOGY - SCIE","2","0.65","2.1"," 165/212 "," 155/267 "
"Current Treatment Options in Neurology","CURR TREAT OPTION NE","1092-8480","1534-3138","CLINICAL NEUROLOGY - SCIE","2","0.5","3.1"," 165/212 "," 196/267 "
"JOURNAL OF CLINICAL NEUROSCIENCE","J CLIN NEUROSCI","0967-5868","1532-2653","CLINICAL NEUROLOGY - SCIE","2","0.48","2.1"," 165/212 "," 202/267 "
"CLINICAL EEG AND NEUROSCIENCE","CLIN EEG NEUROSCI","1550-0594","2169-5202","CLINICAL NEUROLOGY - SCIE","2","0.44","2"," 165/212 "," 209/267 "
"Journal of Neurosurgery-Pediatrics","J NEUROSURG-PEDIATR","1933-0707","1933-0715","CLINICAL NEUROLOGY - SCIE","1.9","0.78","2.5"," 171/212 "," 109/267 "
"NEUROLOGIA MEDICO-CHIRURGICA","NEUROL MED-CHIR","0470-8105","1349-8029","CLINICAL NEUROLOGY - SCIE","1.9","0.7","2.5"," 171/212 "," 135/267 "
"JOURNAL OF CHILD NEUROLOGY","J CHILD NEUROL","0883-0738","1708-8283","CLINICAL NEUROLOGY - SCIE","1.9","0.69","2.1"," 171/212 "," 138/267 "
"CLINICAL NEUROLOGY AND NEUROSURGERY","CLIN NEUROL NEUROSUR","0303-8467","1872-6968","CLINICAL NEUROLOGY - SCIE","1.9","0.63","2"," 171/212 "," 158/267 "
"Clinical Spine Surgery","CLIN SPINE SURG","2380-0186","2380-0186","CLINICAL NEUROLOGY - SCIE","1.9","0.59","2"," 171/212 "," 170/267 "
"Journal of Neurosurgical Sciences","J NEUROSURG SCI","0390-5616","1827-1855","CLINICAL NEUROLOGY - SCIE","1.9","0.57","2.1"," 171/212 "," 179/267 "
"NEUROLOGICAL RESEARCH","NEUROL RES","0161-6412","1743-1328","CLINICAL NEUROLOGY - SCIE","1.9","0.53","2.6"," 171/212 "," 191/267 "
"JOURNAL OF NERVOUS AND MENTAL DISEASE","J NERV MENT DIS","0022-3018","1539-736X","CLINICAL NEUROLOGY - SCIE","1.9","0.5","2.1"," 171/212 "," 196/267 "
"BRAIN & DEVELOPMENT","BRAIN DEV-JPN","0387-7604","1872-7131","CLINICAL NEUROLOGY - SCIE","1.7","0.74","1.8"," 179/212 "," 121/267 "
"JOURNAL OF SPINAL CORD MEDICINE","J SPINAL CORD MED","1079-0268","2045-7723","CLINICAL NEUROLOGY - SCIE","1.7","0.57","2"," 179/212 "," 179/267 "
"Applied Neuropsychology-Adult","APPL NEUROPSYCH-ADUL","2327-9095","2327-9109","CLINICAL NEUROLOGY - SCIE","1.7","0.56","1.9"," 179/212 "," 183/267 "
"Applied Neuropsychology-Child","APPL NEUROPSYCH-CHIL","2162-2965","2162-2973","CLINICAL NEUROLOGY - SCIE","1.7","0.48","1.7"," 179/212 "," 202/267 "
"HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL","HUM PSYCHOPHARM CLIN","0885-6222","1099-1077","CLINICAL NEUROLOGY - SCIE","1.7","0.44","1.9"," 179/212 "," 209/267 "
"INTERVENTIONAL NEURORADIOLOGY","INTERV NEURORADIOL","1591-0199","2385-2011","CLINICAL NEUROLOGY - SCIE","1.7","0.4","1.7"," 179/212 "," 217/267 "
"Annals of Indian Academy of Neurology","ANN INDIAN ACAD NEUR","0972-2327","1998-3549","CLINICAL NEUROLOGY - SCIE","1.7","0.33","1.6"," 179/212 "," 225/267 "
"Journal of Korean Neurosurgical Society","J KOREAN NEUROSURG S","2005-3711","1598-7876","CLINICAL NEUROLOGY - SCIE","1.6","0.54","1.8"," 186/212 "," 188/267 "
"Neurochirurgie","NEUROCHIRURGIE","0028-3770","1773-0619","CLINICAL NEUROLOGY - SCIE","1.6","0.53","1.7"," 186/212 "," 191/267 "
"CHILDS NERVOUS SYSTEM","CHILD NERV SYST","0256-7040","1433-0350","CLINICAL NEUROLOGY - SCIE","1.4","0.47","1.5"," 188/212 "," 204/267 "
"NEUROPEDIATRICS","NEUROPEDIATRICS","0174-304X","1439-1899","CLINICAL NEUROLOGY - SCIE","1.4","0.44","1.7"," 188/212 "," 209/267 "
"Cognitive and Behavioral Neurology","COGN BEHAV NEUROL","1543-3633","1543-3641","CLINICAL NEUROLOGY - SCIE","1.4","0.36","1.5"," 188/212 "," 220/267 "
"Developmental Neurorehabilitation","DEV NEUROREHABIL","1751-8423","1751-8431","CLINICAL NEUROLOGY - SCIE","1.3","0.56","1.7"," 191/212 "," 183/267 "
"NEUROLOGIST","NEUROLOGIST","1074-7931","2331-2637","CLINICAL NEUROLOGY - SCIE","1.2","0.3","1.2"," 192/212 "," 232/267 "
"REVISTA DE NEUROLOGIA","REV NEUROLOGIA","0210-0010","1576-6578","CLINICAL NEUROLOGY - SCIE","1.2","0.27","0.9"," 192/212 "," 237/267 "
"BRITISH JOURNAL OF NEUROSURGERY","BRIT J NEUROSURG","0268-8697","1360-046X","CLINICAL NEUROLOGY - SCIE","1.1","0.32","1.2"," 194/212 "," 226/267 "
"CLINICAL NEUROPATHOLOGY","CLIN NEUROPATHOL","0722-5091","0722-5091","CLINICAL NEUROLOGY - SCIE","1.1","0.31","1.2"," 194/212 "," 229/267 "
"NERVENARZT","NERVENARZT","0028-2804","1433-0407","CLINICAL NEUROLOGY - SCIE","1.1","0.3","1"," 194/212 "," 232/267 "
"Sleep and Biological Rhythms","SLEEP BIOL RHYTHMS","1446-9235","1479-8425","CLINICAL NEUROLOGY - SCIE","1.1","0.3","1.3"," 194/212 "," 232/267 "
"Noropsikiyatri Arsivi-Archives of Neuropsychiatry","NOROPSIKIYATRI ARS","1300-0667","1309-4866","CLINICAL NEUROLOGY - SCIE","1.1","0.24","1.4"," 194/212 "," 241/267 "
"SCHMERZ","SCHMERZ","0932-433X","1432-2129","CLINICAL NEUROLOGY - SCIE","1","0.44","0.9"," 199/212 "," 209/267 "
"Journal of Neurological Surgery Part A-Central European Neurosurgery","J NEUROL SURG PART A","2193-6315","2193-6323","CLINICAL NEUROLOGY - SCIE","1","0.3","1.1"," 199/212 "," 232/267 "
"CLINICAL NEUROPHARMACOLOGY","CLIN NEUROPHARMACOL","0362-5664","1537-162X","CLINICAL NEUROLOGY - SCIE","1","0.17","1.2"," 199/212 "," 249/267 "
"Journal of Neurological Surgery Part B-Skull Base","J NEUROL SURG PART B","2193-6331","2193-634X","CLINICAL NEUROLOGY - SCIE","0.9","0.31","1.4"," 202/212 "," 229/267 "
"Neurosciences","NEUROSCIENCES","1319-6138","1658-3183","CLINICAL NEUROLOGY - SCIE","0.9","0.25","1.2"," 202/212 "," 240/267 "
"Brain Impairment","BRAIN IMPAIR","1443-9646","1839-5252","CLINICAL NEUROLOGY - SCIE","0.8","0.31","1.5"," 204/212 "," 229/267 "
"Turkish Neurosurgery","TURK NEUROSURG","1019-5149","1019-5149","CLINICAL NEUROLOGY - SCIE","0.8","0.3","1"," 204/212 "," 232/267 "
"NEUROCASE","NEUROCASE","1355-4794","1465-3656","CLINICAL NEUROLOGY - SCIE","0.8","0.21","1"," 204/212 "," 245/267 "
"Ideggyogyaszati Szemle-Clinical Neuroscience","IDEGGYOGY SZEMLE","0019-1442","2498-6208","CLINICAL NEUROLOGY - SCIE","0.8","0.18","0.6"," 204/212 "," 248/267 "
"PEDIATRIC NEUROSURGERY","PEDIATR NEUROSURG","1016-2291","1423-0305","CLINICAL NEUROLOGY - SCIE","0.7","0.32","0.9"," 208/212 "," 226/267 "
"FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE","FORTSCHR NEUROL PSYC","0720-4299","1439-3522","CLINICAL NEUROLOGY - SCIE","0.6","0.17","0.6"," 209/212 "," 249/267 "
"KLINISCHE NEUROPHYSIOLOGIE","KLIN NEUROPHYSIOL","1434-0275","1439-4081","CLINICAL NEUROLOGY - SCIE","0.5","0.1","0.3"," 210/212 "," 258/267 "
"Zeitschrift fur Neuropsychologie","Z NEUROPSYCHOL","1016-264X","1664-2902","CLINICAL NEUROLOGY - SCIE","0.4","0.14","0.4"," 211/212 "," 252/267 "
"Neurology Asia","NEUROL ASIA","1823-6138","1823-6138","CLINICAL NEUROLOGY - SCIE","0.2","0.05","0.3"," 212/212 "," 264/267 "
