Journal name,JCR Abbreviation,ISSN,eISSN,Category,2022 JIF,2022 JCI,5 Year JIF,JIF Rank,JCI Rank
"Molecular Medicine Reports","MOL MED REP","1791-2997","1791-3004","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.4","0.7","3.1"," 77/136 "," 84/189 "
"Journal of Cardiovascular Translational Research","J CARDIOVASC TRANSL","1937-5387","1937-5395","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.4","0.64","3.5"," 77/136 "," 93/189 "
"UPSALA JOURNAL OF MEDICAL SCIENCES","UPSALA J MED SCI","0300-9734","2000-1967","MEDICINE, GENERAL & INTERNAL - SCIE","3.4","0.56","2.7"," 66/167 "," 92/322 "
"CELL TRANSPLANTATION","CELL TRANSPLANT","0963-6897","1555-3892","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.3","0.82","4.5"," 81/136 "," 70/189 "
"JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION","J NATL MED ASSOC","0027-9684","1943-4693","MEDICINE, GENERAL & INTERNAL - SCIE","3.3","0.79","2.9"," 68/167 "," 70/322 "
"JOURNAL OF BONE AND MINERAL METABOLISM","J BONE MINER METAB","0914-8779","1435-5604","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.3","0.65","2.9"," 81/136 "," 89/189 "
"KAOHSIUNG JOURNAL OF MEDICAL SCIENCES","KAOHSIUNG J MED SCI","1607-551X","2410-8650","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.3","0.63","3.3"," 81/136 "," 98/189 "
"JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION","J FORMOS MED ASSOC","0929-6646","1876-0821","MEDICINE, GENERAL & INTERNAL - SCIE","3.2","0.89","3.3"," 69/167 "," 56/322 "
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","3.2","0.73","3.2"," 69/167 "," 77/322 "
"MEDICAL PRINCIPLES AND PRACTICE","MED PRIN PRACT","1011-7571","1423-0151","MEDICINE, GENERAL & INTERNAL - SCIE","3.2","0.69","2.8"," 69/167 "," 81/322 "
"EXPERIMENTAL BIOLOGY AND MEDICINE","EXP BIOL MED","1535-3702","1535-3699","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.2","0.58","3.7"," 84/136 "," 105/189 "
"Innate Immunity","INNATE IMMUN-LONDON","1753-4259","1753-4267","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.2","0.5","3.1"," 84/136 "," 121/189 "
"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS","J BIOL REG HOMEOS AG","0393-974X","1724-6083","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.2","0.24","2.2"," 84/136 "," 154/189 "
"PAIN MEDICINE","PAIN MED","1526-2375","1526-4637","MEDICINE, GENERAL & INTERNAL - SCIE","3.1","1.1","3.4"," 72/167 "," 42/322 "
"CANADIAN FAMILY PHYSICIAN","CAN FAM PHYSICIAN","0008-350X","1715-5258","MEDICINE, GENERAL & INTERNAL - SCIE","3.1","0.8","3.9"," 72/167 "," 68/322 "
"MEDICAL SCIENCE MONITOR","MED SCI MONITOR","N/A","1643-3750","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.1","0.67","2.9"," 87/136 "," 87/189 "
"AMERICAN JOURNAL OF THE MEDICAL SCIENCES","AM J MED SCI","0002-9629","1538-2990","MEDICINE, GENERAL & INTERNAL - SCIE","3.1","0.56","2.7"," 72/167 "," 92/322 "
"WIREs Mechanisms of Disease","WIRES MECH DIS","2692-9368","2692-9368","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3.1","0.4","3.1"," 87/136 "," 140/189 "
"Journal of the Chinese Medical Association","J CHIN MED ASSOC","1726-4901","1728-7731","MEDICINE, GENERAL & INTERNAL - SCIE","3","0.61","2.8"," 75/167 "," 84/322 "
"Balkan Medical Journal","BALK MED J","2146-3123","2146-3131","MEDICINE, GENERAL & INTERNAL - SCIE","3","0.47","2.5"," 75/167 "," 113/322 "
"Journal of the American Board of Family Medicine","J AM BOARD FAM MED","1557-2625","1558-7118","MEDICINE, GENERAL & INTERNAL - SCIE","2.9","1.57","2.9"," 77/167 "," 26/322 "
"BMC Family Practice","BMC FAM PRACT","N/A","1471-2296","MEDICINE, GENERAL & INTERNAL - SCIE","2.9","1.37","3.3"," 77/167 "," 31/322 "
"WOUND REPAIR AND REGENERATION","WOUND REPAIR REGEN","1067-1927","1524-475X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.9","0.86","3.7"," 89/136 "," 63/189 "
"BMJ Open","BMJ OPEN","2044-6055","2044-6055","MEDICINE, GENERAL & INTERNAL - SCIE","2.9","0.72","3.3"," 77/167 "," 78/322 "
"PPAR Research","PPAR RES","1687-4757","1687-4765","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.9","0.72","3.4"," 89/136 "," 81/189 "
"SWISS MEDICAL WEEKLY","SWISS MED WKLY","1424-7860","1424-3997","MEDICINE, GENERAL & INTERNAL - SCIE","2.9","0.45","2.7"," 77/167 "," 116/322 "
"REVISTA CLINICA ESPANOLA","REV CLIN ESP","0014-2565","1578-1860","MEDICINE, GENERAL & INTERNAL - SCIE","2.9","0.42","1.8"," 77/167 "," 121/322 "
"NEUROMODULATION","NEUROMODULATION","1094-7159","1525-1403","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.8","0.73","3.3"," 91/136 "," 79/189 "
"Experimental and Therapeutic Medicine","EXP THER MED","1792-0981","1792-1015","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.7","0.58","2.5"," 92/136 "," 105/189 "
"SCOTTISH MEDICAL JOURNAL","SCOT MED J","0036-9330","2045-6441","MEDICINE, GENERAL & INTERNAL - SCIE","2.7","0.56","1.6"," 82/167 "," 92/322 "
"Advances in Medical Sciences","ADV MED SCI-POLAND","1896-1126","1898-4002","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.7","0.55","2.8"," 92/136 "," 111/189 "
"HONG KONG MEDICAL JOURNAL","HONG KONG MED J","1024-2708","1024-2708","MEDICINE, GENERAL & INTERNAL - SCIE","2.7","0.53","2.2"," 82/167 "," 100/322 "
"ATLA-ALTERNATIVES TO LABORATORY ANIMALS","ATLA-ALTERN LAB ANIM","0261-1929","2632-3559","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.7","0.51","2.2"," 92/136 "," 119/189 "
"Clinical Trials","CLIN TRIALS","1740-7745","1740-7753","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.7","0.48","2.5"," 92/136 "," 128/189 "
"SINGAPORE MEDICAL JOURNAL","SINGAP MED J","0037-5675","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","2.7","0.48","2.5"," 82/167 "," 110/322 "
"Clinics","CLINICS","1807-5932","1980-5322","MEDICINE, GENERAL & INTERNAL - SCIE","2.7","0.47","2.6"," 82/167 "," 113/322 "
"Presse Medicale","PRESSE MED","0755-4982","2213-0276","MEDICINE, GENERAL & INTERNAL - SCIE","2.7","0.3","1.7"," 82/167 "," 162/322 "
"LARYNGOSCOPE","LARYNGOSCOPE","0023-852X","1531-4995","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.6","0.91","2.7"," 96/136 "," 56/189 "
"Sexual Medicine","SEX MED-UK","N/A","2050-1161","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.89","2.6"," 87/167 "," 56/322 "
"INTERNATIONAL JOURNAL OF CLINICAL PRACTICE","INT J CLIN PRACT","1368-5031","1742-1241","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.7","2.6"," 87/167 "," 79/322 "
"Journal of Hospital Medicine","J HOSP MED","1553-5592","1553-5606","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.69","2.9"," 87/167 "," 81/322 "
"Medicina-Lithuania","MEDICINA-LITHUANIA","1010-660X","1648-9144","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.62","2.9"," 87/167 "," 83/322 "
"EXPERIMENTAL HEMATOLOGY","EXP HEMATOL","0301-472X","1873-2399","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.6","0.59","2.7"," 96/136 "," 103/189 "
"JOURNAL OF INVESTIGATIVE MEDICINE","J INVEST MED","1081-5589","1708-8267","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.54","2.6"," 87/167 "," 97/322 "
"JOURNAL OF INVESTIGATIVE MEDICINE","J INVEST MED","1081-5589","1708-8267","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.6","0.54","2.6"," 96/136 "," 116/189 "
"WIENER KLINISCHE WOCHENSCHRIFT","WIEN KLIN WOCHENSCHR","0043-5325","1613-7671","MEDICINE, GENERAL & INTERNAL - SCIE","2.6","0.54","2.4"," 87/167 "," 97/322 "
"Atencion Primaria","ATEN PRIM","0212-6567","1578-1275","MEDICINE, GENERAL & INTERNAL - SCIE","2.5","0.89","1.9"," 93/167 "," 56/322 "
"Trials","TRIALS","N/A","1745-6215","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.5","0.51","2.5"," 99/136 "," 119/189 "
"CURRENT MOLECULAR MEDICINE","CURR MOL MED","1566-5240","1875-5666","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.5","0.46","2.3"," 99/136 "," 131/189 "
"JOURNAL OF MEDICAL ECONOMICS","J MED ECON","1369-6998","1941-837X","MEDICINE, GENERAL & INTERNAL - SCIE","2.4","0.87","2.3"," 94/167 "," 63/322 "
"Experimental Neurobiology","EXP NEUROBIOL","1226-2560","2093-8144","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.4","0.68","3.2"," 101/136 "," 85/189 "
"KOREAN JOURNAL OF INTERNAL MEDICINE","KOREAN J INTERN MED","1226-3303","2005-6648","MEDICINE, GENERAL & INTERNAL - SCIE","2.4","0.61","2.9"," 94/167 "," 84/322 "
"Current Medical Science","CURR MED SCI","2096-5230","2523-899X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.4","0.58","2.3"," 101/136 "," 105/189 "
"JOURNAL OF EVALUATION IN CLINICAL PRACTICE","J EVAL CLIN PRACT","1356-1294","1365-2753","MEDICINE, GENERAL & INTERNAL - SCIE","2.4","0.58","2.5"," 94/167 "," 88/322 "
"YONSEI MEDICAL JOURNAL","YONSEI MED J","0513-5796","1976-2437","MEDICINE, GENERAL & INTERNAL - SCIE","2.4","0.58","2.4"," 94/167 "," 88/322 "
"Libyan Journal of Medicine","LIBYAN J MED","1993-2820","1819-6357","MEDICINE, GENERAL & INTERNAL - SCIE","2.4","0.48","2.4"," 94/167 "," 110/322 "
"JBI Evidence Implementation","JBI EVID IMPLEMENT","2691-3321","2691-3321","MEDICINE, GENERAL & INTERNAL - SCIE","2.3","0.78","N/A"," 99/167 "," 72/322 "
"BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","BRAZ J MED BIOL RES","0100-879X","1414-431X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.3","0.6","2.5"," 103/136 "," 102/189 "
"International Journal of General Medicine","INT J GEN MED","N/A","1178-7074","MEDICINE, GENERAL & INTERNAL - SCIE","2.3","0.51","2.4"," 99/167 "," 103/322 "
"CURRENT MEDICAL RESEARCH AND OPINION","CURR MED RES OPIN","0300-7995","1473-4877","MEDICINE, GENERAL & INTERNAL - SCIE","2.3","0.5","2.2"," 99/167 "," 106/322 "
"CURRENT MEDICAL RESEARCH AND OPINION","CURR MED RES OPIN","0300-7995","1473-4877","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.3","0.5","2.2"," 103/136 "," 121/189 "
"IN VIVO","IN VIVO","0258-851X","1791-7549","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.3","0.49","2.2"," 103/136 "," 125/189 "
"Turkish Journal Of Medical Sciences","TURK J MED SCI","1300-0144","1303-6165","MEDICINE, GENERAL & INTERNAL - SCIE","2.3","0.43","1.7"," 99/167 "," 119/322 "
"FAMILY PRACTICE","FAM PRACT","0263-2136","1460-2229","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.99","2.6"," 103/167 "," 46/322 "
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.68","2.6"," 106/136 "," 85/189 "
"Contemporary Clinical Trials","CONTEMP CLIN TRIALS","1551-7144","1559-2030","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.58","2.2"," 106/136 "," 105/189 "
"Patient Preference and Adherence","PATIENT PREFER ADHER","1177-889X","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.56","2.7"," 103/167 "," 92/322 "
"American Journal of Translational Research","AM J TRANSL RES","1943-8141","1943-8141","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.55","3"," 106/136 "," 111/189 "
"Iranian Journal of Basic Medical Sciences","IRAN J BASIC MED SCI","2008-3866","2008-3874","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.55","2.6"," 106/136 "," 111/189 "
"Pakistan Journal of Medical Sciences","PAK J MED SCI","1682-024X","1681-715X","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.51","1.8"," 103/167 "," 103/322 "
"Australian Journal of General Practice","AUST J GEN PRACT","2208-794X","2208-7958","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.46","2.1"," 103/167 "," 115/322 "
"Biomarkers in Medicine","BIOMARK MED","1752-0363","1752-0371","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.43","2.5"," 106/136 "," 135/189 "
"SAMJ SOUTH AFRICAN MEDICAL JOURNAL","SAMJ S AFR MED J","0256-9574","2078-5135","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.41","2"," 103/167 "," 126/322 "
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","0040-8727","1349-3329","MEDICINE, GENERAL & INTERNAL - SCIE","2.2","0.41","2.1"," 103/167 "," 126/322 "
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","0040-8727","1349-3329","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.2","0.41","2.1"," 106/136 "," 138/189 "
"SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE","SCAND J PRIM HEALTH","0281-3432","1502-7724","MEDICINE, GENERAL & INTERNAL - SCIE","2.1","0.88","2.5"," 109/167 "," 62/322 "
"INTERNAL MEDICINE JOURNAL","INTERN MED J","1444-0903","1445-5994","MEDICINE, GENERAL & INTERNAL - SCIE","2.1","0.49","2.1"," 109/167 "," 108/322 "
"IRISH JOURNAL OF MEDICAL SCIENCE","IRISH J MED SCI","0021-1265","1863-4362","MEDICINE, GENERAL & INTERNAL - SCIE","2.1","0.45","1.8"," 109/167 "," 116/322 "
"Metabolic Syndrome and Related Disorders","METAB SYNDR RELAT D","1540-4196","1557-8518","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.1","0.45","2.4"," 112/136 "," 133/189 "
"Open Medicine","OPEN MED-WARSAW","2391-5463","2391-5463","MEDICINE, GENERAL & INTERNAL - SCIE","2.1","0.45","2.1"," 109/167 "," 116/322 "
"SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION","SCAND J CLIN LAB INV","0036-5513","1502-7686","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.1","0.44","1.8"," 112/136 "," 134/189 "
"Archives of Iranian Medicine","ARCH IRAN MED","1029-2977","1735-3947","MEDICINE, GENERAL & INTERNAL - SCIE","2.1","0.43","1.9"," 109/167 "," 119/322 "
"Advances in Clinical and Experimental Medicine","ADV CLIN EXP MED","1899-5276","2451-2680","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2.1","0.38","2.2"," 112/136 "," 142/189 "
"STATISTICS IN MEDICINE","STAT MED","0277-6715","1097-0258","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2","0.64","2.7"," 115/136 "," 93/189 "
"FAMILY MEDICINE","FAM MED","0742-3225","1938-3800","MEDICINE, GENERAL & INTERNAL - SCIE","1.9","0.99","2"," 114/167 "," 46/322 "
"PRIMARY CARE","PRIMARY CARE","0095-4543","1558-299X","MEDICINE, GENERAL & INTERNAL - SCIE","1.9","0.89","3.6"," 114/167 "," 56/322 "
"International Journal of Osteopathic Medicine","INT J OSTEOPATH MED","1746-0689","1878-0164","MEDICINE, GENERAL & INTERNAL - SCIE","1.9","0.51","1.9"," 114/167 "," 103/322 "
"CROATIAN MEDICAL JOURNAL","CROAT MED J","0353-9504","1332-8166","MEDICINE, GENERAL & INTERNAL - SCIE","1.9","0.42","1.9"," 114/167 "," 121/322 "
"ANNALS OF SAUDI MEDICINE","ANN SAUDI MED","0256-4947","1319-9226","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.5","1.9"," 118/167 "," 106/322 "
"SAUDI MEDICAL JOURNAL","SAUDI MED J","0379-5284","1658-3175","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.4","2"," 118/167 "," 128/322 "
"Danish Medical Journal","DAN MED J","N/A","2245-1919","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.39","1.4"," 118/167 "," 132/322 "
"MEDICINE","MEDICINE","0025-7974","1536-5964","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.38","1.9"," 118/167 "," 134/322 "
"Journal of Postgraduate Medicine","J POSTGRAD MED","0022-3859","0972-2823","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.37","2"," 118/167 "," 138/322 "
"Journal of Research in Medical Sciences","J RES MED SCI","1735-1995","1735-7136","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.35","2"," 118/167 "," 144/322 "
"ACTA CLINICA BELGICA","ACTA CLIN BELG","1784-3286","2295-3337","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.33","1.4"," 118/167 "," 151/322 "
"JOURNAL OF INTERNATIONAL MEDICAL RESEARCH","J INT MED RES","0300-0605","1473-2300","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1.6","0.33","1.9"," 116/136 "," 146/189 "
"ISRAEL MEDICAL ASSOCIATION JOURNAL","ISR MED ASSOC J","1565-1088","1565-1088","MEDICINE, GENERAL & INTERNAL - SCIE","1.6","0.32","1.2"," 118/167 "," 156/322 "
"BMJ Military Health","BMJ MILITARY HEALTH","2633-3767","2633-3775","MEDICINE, GENERAL & INTERNAL - SCIE","1.5","0.36","1.5"," 126/167 "," 143/322 "
"Bratislava Medical Journal-Bratislavske Lekarske Listy","BRATISL MED J","0006-9248","1336-0345","MEDICINE, GENERAL & INTERNAL - SCIE","1.5","0.34","1.5"," 126/167 "," 146/322 "
"Discovery Medicine","DISCOV MED","1539-6509","1944-7930","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1.4","0.54","3"," 117/136 "," 116/189 "
"Lymphatic Research and Biology","LYMPHAT RES BIOL","1539-6851","1557-8585","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1.4","0.43","2"," 117/136 "," 135/189 "
"Revista de Investigacion Clinica-Clinical and Translational Investigation","REV INVEST CLIN","0034-8376","2564-8896","MEDICINE, GENERAL & INTERNAL - SCIE","1.4","0.34","1.7"," 128/167 "," 146/322 "
"Sao Paulo Medical Journal","SAO PAULO MED J","1516-3180","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","1.4","0.34","1.4"," 128/167 "," 146/322 "
"Revista da Associacao Medica Brasileira","REV ASSOC MED BRAS","0104-4230","1806-9282","MEDICINE, GENERAL & INTERNAL - SCIE","1.4","0.29","1.5"," 128/167 "," 166/322 "
"Chronic Illness","CHRONIC ILLN","1742-3953","1745-9206","MEDICINE, GENERAL & INTERNAL - SCIE","1.3","0.42","1.6"," 131/167 "," 121/322 "
"Journal of Applied Biomedicine","J APPL BIOMED","1214-021X","1214-0287","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1.3","0.25","1.6"," 119/136 "," 149/189 "
"MILITARY MEDICINE","MIL MED","0026-4075","1930-613X","MEDICINE, GENERAL & INTERNAL - SCIE","1.2","0.38","1.4"," 132/167 "," 134/322 "
"Acta Medica Portuguesa","ACTA MEDICA PORT","0870-399X","1646-0758","MEDICINE, GENERAL & INTERNAL - SCIE","1.2","0.32","1.3"," 132/167 "," 156/322 "
"Internal Medicine","INTERNAL MED","0918-2918","1349-7235","MEDICINE, GENERAL & INTERNAL - SCIE","1.2","0.26","1.2"," 132/167 "," 173/322 "
"BIOMEDICAL RESEARCH-TOKYO","BIOMED RES-TOKYO","0388-6107","1880-313X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1.2","0.25","1.8"," 120/136 "," 149/189 "
"Medizinische Klinik-Intensivmedizin und Notfallmedizin","MED KLIN-INTENSIVMED","2193-6218","2193-6226","MEDICINE, GENERAL & INTERNAL - SCIE","1.1","0.29","1"," 135/167 "," 166/322 "
"Colombia Medica","COLOMB MEDICA","1657-9534","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","1.1","0.27","1.6"," 135/167 "," 168/322 "
"SOUTHERN MEDICAL JOURNAL","SOUTH MED J","0038-4348","1541-8243","MEDICINE, GENERAL & INTERNAL - SCIE","1.1","0.26","1.1"," 135/167 "," 173/322 "
"World Journal of Clinical Cases","WORLD J CLIN CASES","2307-8960","2307-8960","MEDICINE, GENERAL & INTERNAL - SCIE","1.1","0.26","1.3"," 135/167 "," 173/322 "
"JAAPA-Journal of the American Academy of Physician Assistants","JAAPA-J AM ACAD PHYS","1547-1896","0893-7400","MEDICINE, GENERAL & INTERNAL - SCIE","1.1","0.22","1.1"," 135/167 "," 191/322 "
"PERSPECTIVES IN BIOLOGY AND MEDICINE","PERSPECT BIOL MED","0031-5982","1529-8795","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1","0.55","1.1"," 121/136 "," 111/189 "
"African Health Sciences","AFR HEALTH SCI","1680-6905","1729-0503","MEDICINE, GENERAL & INTERNAL - SCIE","1","0.34","1.4"," 140/167 "," 146/322 "
"JOURNAL OF NIPPON MEDICAL SCHOOL","J NIPPON MED SCH","1345-4676","1347-3409","MEDICINE, GENERAL & INTERNAL - SCIE","1","0.27","1"," 140/167 "," 168/322 "
"JCPSP-Journal of the College of Physicians and Surgeons Pakistan","JCPSP-J COLL PHYSICI","1022-386X","1681-7168","MEDICINE, GENERAL & INTERNAL - SCIE","1","0.24","1"," 140/167 "," 186/322 "
"YONAGO ACTA MEDICA","YONAGO ACTA MED","0513-5710","1346-8049","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1","0.23","1.3"," 121/136 "," 156/189 "
"MEDICAL PROBLEMS OF PERFORMING ARTISTS","MED PROBL PERFORM AR","0885-1158","1938-2766","MEDICINE, GENERAL & INTERNAL - SCIE","0.9","1.9","1.4"," 143/167 "," 20/322 "
"Nigerian Journal of Clinical Practice","NIGER J CLIN PRACT","1119-3077","1119-3077","MEDICINE, GENERAL & INTERNAL - SCIE","0.9","0.33","1.1"," 143/167 "," 151/322 "
"Aerospace Medicine and Human Performance","AEROSP MED HUM PERF","2375-6314","2375-6322","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.9","0.23","1.1"," 123/136 "," 156/189 "
"Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","1066-2936","N/A","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.9","0.23","0.8"," 123/136 "," 156/189 "
"BIOMEDICAL PAPERS-OLOMOUC","BIOMED PAP","1213-8118","1804-7521","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.9","0.22","1.2"," 123/136 "," 159/189 "
"BRITISH JOURNAL OF HOSPITAL MEDICINE","BRIT J HOSP MED","1750-8460","1759-7390","MEDICINE, GENERAL & INTERNAL - SCIE","0.9","0.19","1.1"," 143/167 "," 202/322 "
"Nagoya Journal of Medical Science","NAGOYA J MED SCI","2186-3326","0027-7622","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.9","0.18","1.1"," 123/136 "," 162/189 "
"REVUE DE MEDECINE INTERNE","REV MED INTERNE","0248-8663","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","0.9","0.15","0.8"," 143/167 "," 209/322 "
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","J PAK MED ASSOC","0030-9982","0030-9982","MEDICINE, GENERAL & INTERNAL - SCIE","0.9","0.13","1.1"," 143/167 "," 215/322 "
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","J PAK MED ASSOC","0030-9982","0030-9982","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.9","0.13","1.1"," 123/136 "," 168/189 "
"Clinical and Investigative Medicine","CLIN INVEST MED","0147-958X","1488-2353","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.8","0.19","1"," 128/136 "," 161/189 "
"MEDICINA-BUENOS AIRES","MEDICINA-BUENOS AIRE","0025-7680","1669-9106","MEDICINE, GENERAL & INTERNAL - SCIE","0.8","0.14","0.8"," 148/167 "," 213/322 "
"Gaceta Medica de Mexico","GAC MED MEX","0016-3813","0016-3813","MEDICINE, GENERAL & INTERNAL - SCIE","0.8","0.08","0.6"," 148/167 "," 239/322 "
"BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE","B EXP BIOL MED+","0007-4888","1573-8221","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.7","0.17","0.7"," 129/136 "," 165/189 "
"M S-MEDECINE SCIENCES","M S-MED SCI","0767-0974","1958-5381","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.7","0.11","0.7"," 129/136 "," 174/189 "
"MEDICINA DELLO SPORT","MED SPORT","0025-7826","1827-1863","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.21","0.5"," 150/167 "," 192/322 "
"Acta Clinica Croatica","ACTA CLIN CROAT","0353-9466","1333-9451","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.18","1.1"," 150/167 "," 203/322 "
"ORVOSI HETILAP","ORVOSI HETILAP","0030-6002","1788-6120","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.15","0.5"," 150/167 "," 209/322 "
"Asian Biomedicine","ASIAN BIOMED","1905-7415","1875-855X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.6","0.14","0.7"," 131/136 "," 167/189 "
"DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT","DEUT MED WOCHENSCHR","0012-0472","1439-4413","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.13","0.5"," 150/167 "," 215/322 "
"REVISTA MEDICA DE CHILE","REV MED CHILE","0034-9887","0717-6163","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.13","0.8"," 150/167 "," 215/322 "
"Hippokratia","HIPPOKRATIA","1108-4189","1108-4189","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","0.11","0.8"," 150/167 "," 226/322 "
"Innere Medizin","INNERE MED","2731-7080","2731-7099","MEDICINE, GENERAL & INTERNAL - SCIE","0.6","N/A","0.6"," 150/167 "," N/A "
"ACTA MEDICA OKAYAMA","ACTA MED OKAYAMA","0386-300X","0386-300X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.5","0.13","0.7"," 132/136 "," 168/189 "
"ANNALES DE BIOLOGIE CLINIQUE","ANN BIOL CLIN-PARIS","0003-3898","1950-6112","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.5","0.13","0.5"," 132/136 "," 168/189 "
