Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
408,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,"2,385",1.814,0.00162
408,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,"1,756",1.814,0.00122
410,BULLETIN OF MATHEMATICAL BIOLOGY,"4,386",1.812,0.00451
411,BIOSYSTEMS,"2,724",1.808,0.00225
412,CYTOTECHNOLOGY,"2,783",1.777,0.00297
413,PROTEIN ENGINEERING DESIGN & SELECTION,"4,666",1.774,0.0028
414,BMC BIOCHEMISTRY,842,1.75,0.00056
415,JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,"1,255",1.737,0.00098
416,BIOMEDICAL CHROMATOGRAPHY,"4,598",1.728,0.00489
417,DEVELOPMENT GROWTH & DIFFERENTIATION,"2,107",1.723,0.00248
418,Cellular and Molecular Bioengineering,922,1.72,0.00202
419,BIOMETRICS,"21,788",1.711,0.01173
420,Cytoskeleton,"1,218",1.7,0.00241
421,Plant Signaling & Behavior,"8,071",1.671,0.00753
422,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,"2,307",1.665,0.00227
423,JOURNAL OF FOOD BIOCHEMISTRY,"2,413",1.662,0.00181
424,BMC MOLECULAR BIOLOGY,"2,016",1.658,0.00097
425,GENES TO CELLS,"3,781",1.655,0.00365
426,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,"1,111",1.65,0.00149
427,MATHEMATICAL BIOSCIENCES,"5,742",1.649,0.00421
428,JOURNAL OF BIOSCIENCES,"2,782",1.645,0.00207
429,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,"2,150",1.638,0.00186
430,BIOMETRIKA,"21,597",1.632,0.01227
431,GROWTH HORMONE & IGF RESEARCH,"1,394",1.618,0.00163
432,Advances in Anatomy Embryology and Cell Biology,548,1.593,0.00122
433,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,"5,506",1.571,0.00275
434,AMERICAN JOURNAL OF HUMAN BIOLOGY,"3,287",1.558,0.00365
435,NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,"1,500",1.556,0.00085
436,BioScience Trends,"1,038",1.553,0.00193
437,GROWTH FACTORS,"1,290",1.543,0.00079
438,BIOTECHNIQUES,"6,218",1.541,0.00327
439,ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,"1,973",1.536,0.00123
440,ANNALS OF HUMAN BIOLOGY,"2,224",1.535,0.00258
441,BIOLOGICAL BULLETIN,"4,731",1.527,0.0016
442,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,"13,157",1.516,0.00656
443,PROTEIN EXPRESSION AND PURIFICATION,"4,912",1.513,0.00364
444,International Journal of Peptide Research and Therapeutics,718,1.5,0.00078
445,CYTOPATHOLOGY,"1,082",1.493,0.00145
446,JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION,"1,202",1.466,0.00162
447,Methods in Cell Biology,"3,285",1.441,0.00505
448,ACTA BIOCHIMICA POLONICA,"2,832",1.42,0.00224
449,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,"1,052",1.415,0.00133
450,MOLECULAR BIOLOGY REPORTS,"8,120",1.402,0.00667
451,Methods in Enzymology,"24,518",1.394,0.01528
452,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,501,1.392,0.00063
453,ACTA HISTOCHEMICA ET CYTOCHEMICA,399,1.39,0.0003
454,Acta Naturae,"1,023",1.36,0.00162
455,JOURNAL OF MOLECULAR MODELING,"5,881",1.346,0.00535
456,DEVELOPMENT GENES AND EVOLUTION,"1,578",1.339,0.00127
457,RADIATION AND ENVIRONMENTAL BIOPHYSICS,"1,332",1.321,0.00133
458,PROTEIN JOURNAL,844,1.317,0.00097
459,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,242,1.31,0.00037
460,THEORY IN BIOSCIENCES,542,1.303,0.00039
461,CELLULAR AND MOLECULAR BIOLOGY,"2,258",1.27,0.00244
462,BRAZILIAN JOURNAL OF BIOLOGY,"2,702",1.266,0.00265
463,ZYGOTE,"1,109",1.257,0.00136
464,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,"3,313",1.238,0.0007
465,FLY,"1,101",1.204,0.00097
466,BIOTECHNIC & HISTOCHEMISTRY,"1,106",1.203,0.001
467,Genes & Genomics,813,1.188,0.00146
468,PROTEIN AND PEPTIDE LETTERS,"1,995",1.156,0.00202
469,Journal of Huazhong University of Science and Technology-Medical Sciences,"1,507",1.151,0.00185
470,CELL AND TISSUE BANKING,"1,055",1.149,0.00148
471,CYTOGENETIC AND GENOME RESEARCH,"2,719",1.114,0.00215
472,JOURNAL OF ETHNOBIOLOGY,600,1.092,0.00083
473,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,"4,355",1.085,0.00309
474,GENERAL PHYSIOLOGY AND BIOPHYSICS,958,1.07,0.00089
475,MAGNESIUM RESEARCH,677,1.034,0.00034
476,MOLECULAR BIOLOGY,"1,297",1.023,0.0015
477,IET Systems Biology,480,1,0.0004
478,Acta Crystallographica Section F-Structural Biology Communications,"1,913",0.968,0.00375
479,BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,916,0.924,0.00073
480,GENES & GENETIC SYSTEMS,765,0.917,0.00064
481,Animal Cells and Systems,305,0.907,0.00049
482,JOURNAL OF THE HISTORY OF BIOLOGY,636,0.864,0.00057
483,JOURNAL OF CARBOHYDRATE CHEMISTRY,709,0.855,0.00034
484,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,925,0.854,0.00049
485,BIOLOGICAL RHYTHM RESEARCH,816,0.826,0.00086
486,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,"1,382",0.816,0.00032
487,BIOLOGIA,"2,247",0.811,0.00212
488,CYTOLOGIA,922,0.795,0.00029
489,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,"3,018",0.783,0.001
490,Statistical Applications in Genetics and Molecular Biology,"1,334",0.778,0.00079
491,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,649,0.773,0.00062
492,JOURNAL OF BIOLOGICAL EDUCATION,656,0.764,0.00037
493,JOURNAL OF BIOLOGICAL SYSTEMS,442,0.733,0.00035
494,Archives of Biological Sciences,899,0.719,0.00085
495,TURKISH JOURNAL OF BIOLOGY,"1,299",0.716,0.00106
496,CRYOLETTERS,925,0.702,0.00061
497,FOLIA BIOLOGICA,520,0.691,0.00042
498,Open Life Sciences,202,0.69,0.00039
499,RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,991,0.682,0.00089
500,Current Proteomics,286,0.68,0.00031
501,Doklady Biochemistry and Biophysics,524,0.672,0.00074
502,HUMAN BIOLOGY,"1,688",0.629,0.00045
503,ZHURNAL OBSHCHEI BIOLOGII,342,0.606,0.00021
504,ACTA BIOLOGICA HUNGARICA,545,0.585,0.00039
505,BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,"2,587",0.579,0.00131
506,INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,"1,073",0.537,0.00027
507,FOLIA BIOLOGICA-KRAKOW,362,0.533,0.00034
508,HEMOGLOBIN,917,0.526,0.00097
509,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,371,0.463,0.0006
510,REVISTA DE BIOLOGIA TROPICAL,"2,458",0.446,0.0018
511,TRACE ELEMENTS AND ELECTROLYTES,275,0.44,0.0001
512,BIOLOGY BULLETIN,706,0.413,0.0008
513,JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,371,0.382,0.00023
514,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,291,0.373,0.00022
515,PTERIDINES,86,0.366,0.00012
516,JOURNAL OF HISTOTECHNOLOGY,163,0.343,0.00005
517,AMERICAN BIOLOGY TEACHER,684,0.282,0.00041
518,Bioscience Journal,990,0.268,0.00126
519,Bulletin de la Societe Linneenne de Lyon,162,0.25,0.00002
519,Molecular Genetics Microbiology and Virology,137,0.25,0.0001
521,Analytical and Quantitative Cytopathology and Histopathology,538,0.177,0.00031
522,Theoretical Biology Forum,19,0.167,0.00002
523,POSTEPY BIOLOGII KOMORKI,62,0.163,0.00002
524,BIOLOGICHESKIE MEMBRANY,114,0.134,0.00003
525,BMC Molecular and Cell Biology,8,Not Available,0
525,Biologia Futura,11,Not Available,0
525,Environmental Pollutants and Bioavailability,3,Not Available,0
