Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
423	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS	"7563"	2.7010.007480
424	Molecular Genetics & Genomic Medicine	5242.6950.002500
425	JOURNAL OF MEDICAL SCREENING	"1263"	2.6890.002720
426	MAMMALIAN GENOME	"2665"	2.6870.004400
427	MicrobiologyOpen	"1032"	2.6820.004080
428	Economics & Human Biology	"1625"	2.6750.003780
428	Economics & Human Biology	"1625"	2.6750.003780
428	FUZZY SETS AND SYSTEMS	"15853"	2.6750.008930
431	COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE	"5915"	2.6740.008890
432	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	"3308"	2.6710.005890
433	GENESIS	"4077"	2.6670.005420
434	CURRENT MEDICAL RESEARCH AND OPINION	"7244"	2.6650.010950
435	Contemporary Clinical Trials	"3177"	2.6580.011740
435	Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej	"1157"	2.6580.001960
437	JOURNAL OF THE ROYAL SOCIETY OF MEDICINE	"3927"	2.6540.003270
438	European Journal of Cardiovascular Nursing	"1463"	2.6510.002520
439	Biology Direct	"1770"	2.6490.005060
440	CHRONOBIOLOGY INTERNATIONAL	"5049"	2.6430.007620
441	DNA AND CELL BIOLOGY	"2909"	2.6340.003740
442	Journal of Clinical Hypertension	"3233"	2.6290.007070
443	Nucleic Acid Therapeutics	7412.6230.003270
444	JOURNAL OF THROMBOSIS AND THROMBOLYSIS	"2544"	2.6200.006410
444	Journal of the American Society of Hypertension	"1627"	2.6200.005650
446	International Journal of Public Health	"2468"	2.6170.006910
446	International Journal of Public Health	"2468"	2.6170.006910
446	JOURNAL OF HEALTH AND SOCIAL BEHAVIOR	"7952"	2.6170.003580
449	ACADEMIC EMERGENCY MEDICINE	"8704"	2.6120.013540
449	Ticks and Tick-Borne Diseases	"2243"	2.6120.007300
451	FEMS YEAST RESEARCH	"3940"	2.6090.006070
452	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	"8968"	2.6020.018540
453	PREVENTION SCIENCE	"3118"	2.5940.006840
454	ACCIDENT ANALYSIS AND PREVENTION	"15084"	2.5840.019750
455	Biomed Research International	"31694"	2.5830.102990
456	MEDICAL CLINICS OF NORTH AMERICA	"2779"	2.5770.003280
457	JOURNAL OF HEREDITY	"6083"	2.5740.005020
458	Health Reports	"1293"	2.5710.001630
458	Health Reports	"1293"	2.5710.001630
460	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE	"21185"	2.5640.028080
461	Current Atherosclerosis Reports	"2227"	2.5600.005180
462	GENETIC EPIDEMIOLOGY	"2721"	2.5440.007370
463	TROPICAL MEDICINE & INTERNATIONAL HEALTH	"7679"	2.5410.012930
464	JOURNAL OF EVOLUTIONARY BIOLOGY	"10778"	2.5380.017850
465	EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES	"7912"	2.5370.015920
465	JOURNAL OF EUKARYOTIC MICROBIOLOGY	"2985"	2.5370.003650
467	RADIATION RESEARCH	"8468"	2.5300.006760
468	VETERINARY MICROBIOLOGY	"15218"	2.5250.019330
469	ANNALS OF STATISTICS	"18778"	2.5220.028430
470	Translational Behavioral Medicine	"1037"	2.5210.003880
470	Translational Behavioral Medicine	"1037"	2.5210.003880
472	BIOMEDICAL AND ENVIRONMENTAL SCIENCES	"2001"	2.5180.003070
472	JOURNAL OF EPIDEMIOLOGY	"2649"	2.5180.005210
474	Journal of the American Board of Family Medicine	"3190"	2.5150.006480
475	LGBT Health	4722.5140.002270
475	LGBT Health	4722.5140.002270
477	PAEDIATRIC AND PERINATAL EPIDEMIOLOGY	"3000"	2.5080.006010
478	International Journal of Health Geographics	"2295"	2.5000.003510
478	International Journal of Health Geographics	"2295"	2.5000.003510
480	GENE	"24347"	2.4980.035080
481	CARDIOVASCULAR PATHOLOGY	"1795"	2.4960.003480
482	PUBLIC HEALTH NUTRITION	"12113"	2.4850.019890
483	MICROBES AND ENVIRONMENTS	"1388"	2.4760.002490
484	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY	"2812"	2.4730.005250
485	JOURNAL OF BONE AND MINERAL METABOLISM	"2559"	2.4720.003640
486	BMC GENETICS	"3795"	2.4690.008180
487	MICROVASCULAR RESEARCH	"4007"	2.4650.004370
488	PSYCHOLOGY & HEALTH	"4684"	2.4590.005610
489	Internal and Emergency Medicine	"1701"	2.4530.004340
490	JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION	"3090"	2.4520.004170
491	LARYNGOSCOPE	"22562"	2.4420.027720
492	EXPERIMENTAL HEMATOLOGY	"5517"	2.4360.006350
493	JOURNAL OF HUMAN HYPERTENSION	"4441"	2.4330.005580
494	Cancer Genomics & Proteomics	8692.4320.001440
495	Human Gene Therapy Clinical Development	2632.4310.001160
496	EUROPEAN JOURNAL OF PROTISTOLOGY	"1229"	2.4300.001430
497	IEEE-ACM Transactions on Computational Biology and Bioinformatics	"2296"	2.4280.006410
498	EXCLI Journal	9602.4240.002090
499	BMC PUBLIC HEALTH	"31232"	2.4200.082480
499	INJURY PREVENTION	"3127"	2.4200.004740
499	INJURY PREVENTION	"3127"	2.4200.004740
502	BMJ Open	"18367"	2.4130.084690
502	EXPERIMENTAL BIOLOGY AND MEDICINE	"5995"	2.4130.007370
504	Critical Public Health	"1033"	2.4120.002270
505	Discovery Medicine	"1826"	2.3980.003880
505	MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS	"7799"	2.3980.004990
507	JOURNAL OF SAFETY RESEARCH	"3179"	2.3940.003900
508	VASCULAR MEDICINE	"1625"	2.3930.003040
509	QUALITY OF LIFE RESEARCH	"11646"	2.3920.018940
509	QUALITY OF LIFE RESEARCH	"11646"	2.3920.018940
511	RESEARCH IN MICROBIOLOGY	"4625"	2.3720.004260
512	Archives of Cardiovascular Diseases	"1384"	2.3700.004060
512	OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY	"1625"	2.3700.003570
514	BIOLOGICAL RESEARCH	"1379"	2.3570.001910
515	Cancer Genetics	"1108"	2.3510.003500
516	Biomarkers in Medicine	"1501"	2.3460.003720
517	Probiotics and Antimicrobial Proteins	4492.3450.000770
518	Archives of Medical Science	"2229"	2.3440.004830
518	Microbial Drug Resistance	"2189"	2.3440.003810
520	Bayesian Analysis	"1530"	2.3420.004470
521	DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE	"6595"	2.3410.013050
522	GENES AND IMMUNITY	"2957"	2.3390.004420
523	Journal of Cardiovascular Translational Research	"1407"	2.3370.004360
523	Pathogens and Disease	"1265"	2.3370.005200
525	MICROBIAL PATHOGENESIS	"3901"	2.3320.004750
526	Journal of Hospital Medicine	"2687"	2.3310.009550
527	Population Health Metrics	"1242"	2.3250.004270
528	STATISTICAL SCIENCE	"5626"	2.3240.008640
529	AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY	"5489"	2.3220.004420
529	Research in Social & Administrative Pharmacy	"1377"	2.3220.002590
531	QUARTERLY REVIEW OF BIOLOGY	"3915"	2.3210.001410
532	JOURNAL OF MICROBIOLOGY	"2792"	2.3190.004710
533	PHARMACOEPIDEMIOLOGY AND DRUG SAFETY	"5693"	2.3140.013360
534	Innate Immunity	"1224"	2.3120.003530
534	Scandinavian Journal of Trauma Resuscitation & Emergency Medicine	"1774"	2.3120.005070
536	Beneficial Microbes	"1030"	2.3100.002600
537	American Journal of Mens Health	9192.3060.002130
537	JOURNAL OF QUALITY TECHNOLOGY	"2758"	2.3060.001570
539	Human Gene Therapy Methods	3892.3000.001580
540	JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION	"33497"	2.2970.026920
541	International Journal of Medical Sciences	"2815"	2.2840.006220
541	STATISTICAL METHODS IN MEDICAL RESEARCH	"3435"	2.2840.009480
543	Pulmonary Circulation	"1173"	2.2830.004180
543	YEAST	"4339"	2.2830.002470
545	Food and Environmental Virology	5892.2730.001410
546	Prehospital Emergency Care	"2162"	2.2690.003750
547	AMERICAN JOURNAL OF MEDICAL GENETICS PART A	"11069"	2.2640.021670
547	JOURNAL OF MEDICAL ECONOMICS	"1814"	2.2640.005730
549	CURRENT MOLECULAR MEDICINE	"3530"	2.2540.005270
550	Pharmacogenetics and Genomics	"3163"	2.2500.003870
551	Cardiovascular Therapeutics	"1191"	2.2450.002740
552	PLASMID	"1645"	2.2280.002190
553	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY	"5751"	2.2270.005560
554	JMIR SERIOUS GAMES	1662.2260.000570
555	CardioRenal Medicine	4062.2210.001310
556	Biology Open	"1961"	2.2170.010600
557	Journal of Developmental Origins of Health and Disease	7752.2150.002420
558	CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	"5429"	2.2100.009520
559	PSYCHIATRIC SERVICES	"10185"	2.2050.014640
559	PSYCHIATRIC SERVICES	"10185"	2.2050.014640
561	INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED	"13720"	2.1990.019970
562	HEART AND VESSELS	"2217"	2.1850.003690
563	HEALTH EXPECTATIONS	"2524"	2.1730.005380
563	HEALTH EXPECTATIONS	"2524"	2.1730.005380
565	CURRENT GENOMICS	"1872"	2.1720.002710
566	VECTOR-BORNE AND ZOONOTIC DISEASES	"3711"	2.1710.007690
567	SAMJ SOUTH AFRICAN MEDICAL JOURNAL	"3937"	2.1630.005030
568	JOURNAL OF APPLIED MICROBIOLOGY	"17405"	2.1600.013170
569	Stata Journal	"3650"	2.1580.005970
570	WOMENS HEALTH ISSUES	"2068"	2.1510.005160
571	INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	"4090"	2.1480.004530
572	International Journal of Environmental Research and Public Health	"13242"	2.1450.033040
572	International Journal of Environmental Research and Public Health	"13242"	2.1450.033040
574	International Perspectives on Sexual and Reproductive Health	4672.1350.001570
575	BMC Medical Informatics and Decision Making	"3001"	2.1340.008300
576	EVOLUTIONARY ECOLOGY	"3729"	2.1330.004270
577	KOREAN JOURNAL OF INTERNAL MEDICINE	"1536"	2.1310.002920
578	SOCIOLOGY OF HEALTH & ILLNESS	"3952"	2.1220.004840
579	ANNALS OF PROBABILITY	"5275"	2.1180.017790
579	Journal of Infection and Public Health	8962.1180.002440
581	COMPUTERS IN BIOLOGY AND MEDICINE	"4649"	2.1150.007750
581	JOURNAL OF BUSINESS & ECONOMIC STATISTICS	"5187"	2.1150.011130
583	JOURNAL OF MEDICAL MICROBIOLOGY	"9087"	2.1120.010640
584	BLOOD PRESSURE	"1216"	2.1070.002260
585	PANMINERVA MEDICA	5852.1020.000810
586	JOURNAL OF MEDICAL SYSTEMS	"3751"	2.0980.006730
587	JOURNAL OF WOMENS HEALTH	"4719"	2.0970.009590
587	JOURNAL OF WOMENS HEALTH	"4719"	2.0970.009590
587	Journal of Cardiovascular Nursing	"1689"	2.0970.002850
590	IMMUNOGENETICS	"3015"	2.0940.003280
590	JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION	"1861"	2.0940.003400
592	JOURNAL OF THERMAL BIOLOGY	"3302"	2.0930.003990
593	Current Vascular Pharmacology	"1656"	2.0870.002920
594	POSTGRADUATE MEDICAL JOURNAL	"5388"	2.0780.003970
595	MOLECULAR BREEDING	"5028"	2.0770.008860
596	Trials	"7564"	2.0670.029620
597	Advances in Medical Sciences	8682.0640.001660
598	POSTGRADUATE MEDICINE	"2195"	2.0570.003740
599	INTERNATIONAL STATISTICAL REVIEW	"1731"	2.0530.002340
600	CRYOBIOLOGY	"4497"	2.0500.004020
601	GENES TO CELLS	"4038"	2.0480.005480
602	EMERGENCY MEDICINE JOURNAL	"4793"	2.0460.008000
603	EPIDEMIOLOGY AND INFECTION	"8424"	2.0440.016570
604	HEALTH & SOCIAL CARE IN THE COMMUNITY	"2238"	2.0390.002940
605	BEHAVIOR GENETICS	"3236"	2.0360.004620
605	INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING	"2951"	2.0360.008210
607	JOURNAL OF ANTIBIOTICS	"8853"	2.0330.005300
608	BMC Family Practice	"3512"	2.0320.008810
609	JOURNAL OF RADIATION RESEARCH	"2439"	2.0310.004140
610	JOURNAL OF INVESTIGATIVE MEDICINE	"1549"	2.0290.002560
610	JOURNAL OF VASCULAR RESEARCH	"1613"	2.0290.002190
612	MEDICINE	"18707"	2.0280.045680
613	Frontiers of Medicine	7642.0270.002070
613	Journal of Nutrigenetics and Nutrigenomics	3502.0270.000630
615	APMIS	"3873"	2.0260.005100
616	CONSERVATION GENETICS	"4091"	2.0250.005380
617	AQUATIC MICROBIAL ECOLOGY	"4151"	2.0240.002750
617	ARCHIVES OF MEDICAL RESEARCH	"3175"	2.0240.003900
619	Global Public Health	"1393"	2.0170.004330
620	Reproductive Health	"1896"	2.0140.006330
620	Reproductive Health	"1896"	2.0140.006330
622	Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	6882.0110.002670
623	CURRENT OPINION IN CARDIOLOGY	"2042"	2.0060.004020
624	European Journal of Medical Genetics	"1793"	2.0040.005630
625	BIOELECTROMAGNETICS	"2552"	2.0000.002030
625	EVOLUTION & DEVELOPMENT	"1896"	2.0000.002100
625	EXTREMOPHILES	"2800"	2.0000.003470
625	INTERNATIONAL JOURNAL OF CLINICAL PRACTICE	"5309"	2.0000.007470
629	MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS	"6672"	1.9960.004660
630	Congenital Heart Disease	"1375"	1.9950.004060
631	AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV	"6356"	1.9940.011630
632	COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY	"4134"	1.9920.003400
632	PROBABILITY THEORY AND RELATED FIELDS	"3040"	1.9920.013010
634	AMERICAN FAMILY PHYSICIAN	"6229"	1.9740.005000
635	MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING	"5422"	1.9710.004840
635	UPSALA JOURNAL OF MEDICAL SCIENCES	8841.9710.001930
637	INTERNATIONAL JOURNAL OF RADIATION BIOLOGY	"4307"	1.9700.003240
638	Current Cardiology Reports	"1521"	1.9580.004850
639	AMERICAN JOURNAL OF HEALTH PROMOTION	"2889"	1.9570.003700
639	JOURNAL OF MOLECULAR EVOLUTION	"8069"	1.9570.002130
641	CTS-Clinical and Translational Science	"1002"	1.9540.002760
642	Cardiology in Review	"1026"	1.9510.001790
643	CURRENT GENE THERAPY	"1155"	1.9430.001900
643	Familial Cancer	"1593"	1.9430.003850
645	Marine Genomics	8471.9370.002750
646	JOURNAL OF SCHOOL HEALTH	"3404"	1.9350.004180
646	JOURNAL OF SCHOOL HEALTH	"3404"	1.9350.004180
648	INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY	"22119"	1.9320.018330
648	STATISTICS IN MEDICINE	"23519"	1.9320.033030
650	World Journal of Clinical Cases	6921.9310.002130
651	AMERICAN JOURNAL OF INFECTION CONTROL	"7726"	1.9290.016490
652	SWISS MEDICAL WEEKLY	"3103"	1.9280.005820
653	BIOCHEMICAL GENETICS	"1146"	1.9270.001180
654	Molecular Medicine Reports	"11289"	1.9220.027670
655	Heart Lung and Circulation	"2080"	1.9210.005260
655	International Journal of Astrobiology	5581.9210.001280
657	COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES	"1593"	1.9200.002450
657	Heart Failure Clinics	8861.9200.002420
659	CLINICAL HEMORHEOLOGY AND MICROCIRCULATION	"2055"	1.9140.002030
660	BMC Medical Genetics	"2915"	1.9130.005740
661	REVISTA DE SAUDE PUBLICA	"4097"	1.9110.003930
661	REVISTA DE SAUDE PUBLICA	"4097"	1.9110.003930
663	Global Health Action	"2393"	1.9060.008840
663	Global Health Action	"2393"	1.9060.008840
665	International Journal of Genomics	5161.9040.001620
666	Lymphatic Research and Biology	7521.9030.001120
667	Current Research in Translational Medicine	651.9000.000200
668	HEALTH EDUCATION & BEHAVIOR	"3614"	1.8990.004270
669	MEDICAL SCIENCE MONITOR	"6918"	1.8940.009910
670	GENOME	"4243"	1.8920.002620
671	Annals of Global Health	4581.8910.001850
672	Hellenic Journal of Cardiology	8071.8900.000980
673	AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH	"3069"	1.8890.003810
673	AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH	"3069"	1.8890.003810
675	Games for Health Journal	4691.8760.001250
676	Public Health Genomics	6741.8670.001920
676	Public Health Genomics	6741.8670.001920
678	HEALTH PROMOTION INTERNATIONAL	"2988"	1.8660.003130
678	HEALTH PROMOTION INTERNATIONAL	"2988"	1.8660.003130
678	MICROBIOLOGY-SGM	"17887"	1.8660.012330
681	ATLA-ALTERNATIVES TO LABORATORY ANIMALS	9831.8650.000450
682	Disability and Health Journal	9791.8630.002900
682	Disability and Health Journal	9791.8630.002900
684	Preventing Chronic Disease	"4251"	1.8620.014540
684	Preventing Chronic Disease	"4251"	1.8620.014540
686	Journal of Occupational Medicine and Toxicology	7801.8590.001240
687	HIGH ALTITUDE MEDICINE & BIOLOGY	"1119"	1.8540.001950
688	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	"1619"	1.8520.003020
689	STATISTICS AND COMPUTING	"3607"	1.8510.010020
690	MEDICAL ANTHROPOLOGY QUARTERLY	"1182"	1.8500.001610
691	BioScience Trends	6891.8440.001230
692	Noise & Health	"1196"	1.8420.002020
693	ANIMAL GENETICS	"3226"	1.8410.004680
694	CANADIAN FAMILY PHYSICIAN	"3047"	1.8330.004280
694	Health Informatics Journal	5421.8330.001290
694	JOURNAL OF THEORETICAL BIOLOGY	"19404"	1.8330.019720
697	Tree Genetics & Genomes	"2306"	1.8290.004840
698	PRIMARY CARE	8771.8270.001240
699	International Heart Journal	"1395"	1.8260.002550
700	Journal of Cardiovascular Medicine	"1589"	1.8240.003660
701	MATERNAL AND CHILD HEALTH JOURNAL	"5331"	1.8210.015350
702	Journal of Zhejiang University-SCIENCE B	"2370"	1.8150.003080
703	BMC Cardiovascular Disorders	"2737"	1.8120.007560
704	BRAZILIAN JOURNAL OF MICROBIOLOGY	"3529"	1.8100.004730
705	SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE	"1198"	1.8090.001590
706	BMC Womens Health	"1446"	1.8060.003950
707	JOURNAL OF TRAVEL MEDICINE	"1572"	1.8000.002670
708	International Health	6741.7970.002600
708	International Health	6741.7970.002600
710	Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice	1151.7960.000360
711	JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS	"3748"	1.7900.008020
712	ANNALS OF APPLIED PROBABILITY	"3119"	1.7860.013840
712	JOURNAL OF MATHEMATICAL BIOLOGY	"4573"	1.7860.007250
714	INTERNAL MEDICINE JOURNAL	"3366"	1.7850.007810
715	CLEVELAND CLINIC JOURNAL OF MEDICINE	"1671"	1.7830.001930
716	AMERICAN JOURNAL OF THE MEDICAL SCIENCES	"4887"	1.7730.005990
717	JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	"1045"	1.7690.002040
717	JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	"1045"	1.7690.002040
719	ETHNICITY & HEALTH	"1158"	1.7660.001930
720	BMC International Health and Human Rights	8251.7620.001780
720	JOURNAL OF RURAL HEALTH	"1602"	1.7620.002560
720	JOURNAL OF RURAL HEALTH	"1602"	1.7620.002560
723	Advances in Experimental Medicine and Biology	"16931"	1.7600.032430
724	AIDS EDUCATION AND PREVENTION	"1758"	1.7560.002040
724	ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL	5731.7560.001370
724	Interactive Cardiovascular and Thoracic Surgery	"5138"	1.7560.011530
724	JOURNAL OF APPLIED GENETICS	"1211"	1.7560.002050
728	FINANCE AND STOCHASTICS	"1302"	1.7500.004890
728	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS	"3753"	1.7500.004420
730	Metabolic Syndrome and Related Disorders	"1174"	1.7440.002320
731	EUROPEAN JOURNAL OF MEDICAL RESEARCH	"1540"	1.7420.001630
732	JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE	"3674"	1.7380.005620
733	DIABETES EDUCATOR	"1995"	1.7360.002720
734	FEMS MICROBIOLOGY LETTERS	"18106"	1.7350.010820
735	CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION	9081.7340.000890
736	Patient Preference and Adherence	"2237"	1.7330.006600
737	HEART & LUNG	"2408"	1.7300.003000
738	AMERICAN JOURNAL OF INDUSTRIAL MEDICINE	"5429"	1.7290.005380
738	European Journal of Emergency Medicine	"1401"	1.7290.002440
740	JOURNAL OF INTERVENTIONAL CARDIOLOGY	"1191"	1.7280.002330
741	Journal of Physical Activity & Health	"3885"	1.7230.008740
742	CARDIOLOGY	"2408"	1.7140.003380
743	SYMBIOSIS	"1138"	1.7130.001360
744	International Journal for Equity in Health	"2358"	1.7100.006740
745	ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA	"1384"	1.7070.002250
746	CORONARY ARTERY DISEASE	"1668"	1.7050.002840
747	European Journal of Trauma and Emergency Surgery	8031.7040.001970
748	Pathogens and Global Health	5961.7030.002420
749	JOURNAL OF MICROBIOLOGICAL METHODS	"9921"	1.7010.009000
750	Biotechnology & Genetic Engineering Reviews	4841.7000.000310
751	Journal of Genetic Counseling	"1750"	1.6980.003880
752	PROBABILISTIC ENGINEERING MECHANICS	"2306"	1.6930.002870
753	Journal of Cardiopulmonary Rehabilitation and Prevention	"1602"	1.6850.002090
754	CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS	"1619"	1.6820.001860
755	Journal of Ophthalmology	"1928"	1.6800.006250
756	FAMILY PRACTICE	"4162"	1.6750.004910
757	JOURNAL OF PUBLIC HEALTH	"2482"	1.6700.005580
757	JOURNAL OF PUBLIC HEALTH	"2482"	1.6700.005580
759	BIOMETRIKA	"20174"	1.6690.013190
759	Twin Research and Human Genetics	"1843"	1.6690.005000
761	Journal of the Chinese Medical Association	"1528"	1.6600.002320
762	Libyan Journal of Medicine	3181.6560.000490
763	Advances in Data Analysis and Classification	3361.6530.001610
764	Cardiovascular Ultrasound	"1038"	1.6520.001940
764	Israel Journal of Health Policy Research	2611.6520.001210
766	JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY	"4724"	1.6500.006690
767	Sex Education-Sexuality Society and Learning	7501.6490.001220
768	JOURNAL OF GENE MEDICINE	"2169"	1.6470.001370
769	SCANDINAVIAN JOURNAL OF PUBLIC HEALTH	"4673"	1.6460.005450
769	SCANDINAVIAN JOURNAL OF PUBLIC HEALTH	"4673"	1.6460.005450
771	Asian Pacific Journal of Tropical Medicine	"2368"	1.6340.004850
772	HEREDITAS	"1555"	1.6320.000430
773	MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA	4671.6280.000840
774	AMERICAN JOURNAL OF HEALTH BEHAVIOR	"2005"	1.6260.003290
775	BIOSYSTEMS	"2563"	1.6190.002670
775	Journal of Vascular Surgery-Venous and Lymphatic Disorders	5161.6190.001540
777	International Journal of Hypertension	6541.6170.001730
778	ANNALS OF OCCUPATIONAL HYGIENE	"3227"	1.6150.003210
779	ARCHIVES OF MICROBIOLOGY	"6613"	1.6070.003480
780	PUBLIC HEALTH REPORTS	"5312"	1.6050.006600
780	PUBLIC HEALTH REPORTS	"5312"	1.6050.006600
782	Standards in Genomic Sciences	"1130"	1.6000.003190
783	Journal of Stroke & Cerebrovascular Diseases	"4894"	1.5980.014920
784	CHINESE MEDICAL JOURNAL	"7606"	1.5960.011690
785	Psychology Health & Medicine	"1949"	1.5890.002870
785	Psychology Health & Medicine	"1949"	1.5890.002870
787	ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY	"5474"	1.5880.008080
787	JOURNAL OF KOREAN MEDICAL SCIENCE	"5327"	1.5880.008580
789	CYTOGENETIC AND GENOME RESEARCH	"2894"	1.5870.002970
790	PSYCHIATRIC GENETICS	9661.5860.001760
791	Gaceta Sanitaria	"1399"	1.5810.001910
791	Gaceta Sanitaria	"1399"	1.5810.001910
791	Journal of Geriatric Cardiology	6871.5810.002210
794	JOURNAL OF BASIC MICROBIOLOGY	"2298"	1.5800.003490
795	AMERICAN JOURNAL OF HUMAN BIOLOGY	"3199"	1.5750.004200
796	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	"4179"	1.5740.006670
796	OPHTHALMIC GENETICS	7781.5740.001660
798	NEW GENETICS AND SOCIETY	3291.5710.000680
799	TECHNOMETRICS	"7795"	1.5680.003230
800	YONSEI MEDICAL JOURNAL	"3566"	1.5640.006130
801	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	"1265"	1.5620.002140
802	EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE	9541.5580.002160
803	THEORY IN BIOSCIENCES	4471.5520.001030
804	Scandinavian Actuarial Journal	7031.5500.001690
805	Annals of Applied Statistics	"2520"	1.5480.010300
806	JOURNAL OF CANCER EDUCATION	"1626"	1.5470.003840
807	VIRUS GENES	"2525"	1.5420.004070
808	PEDIATRIC CARDIOLOGY	"4326"	1.5400.008450
809	Tobacco Induced Diseases	4361.5390.001020
809	Tobacco Induced Diseases	4361.5390.001020
811	JOURNAL OF INVASIVE CARDIOLOGY	"1950"	1.5370.003810
812	JOURNAL OF NEUROGENETICS	6031.5360.001370
812	MEDICAL PRINCIPLES AND PRACTICE	"1595"	1.5360.002430
812	THORACIC AND CARDIOVASCULAR SURGEON	"1731"	1.5360.002680
815	JOURNAL OF HEALTH POPULATION AND NUTRITION	"1771"	1.5320.002290
816	ANNALS OF HUMAN BIOLOGY	"2066"	1.5310.002610
816	ANNALS OF HUMAN BIOLOGY	"2066"	1.5310.002610
816	METHODS OF INFORMATION IN MEDICINE	"1462"	1.5310.002090
819	JOURNAL OF COMMUNITY HEALTH	"2573"	1.5300.006910
820	ANNALS OF HUMAN GENETICS	"2031"	1.5290.001920
821	JOURNAL OF BIOSCIENCES	"2472"	1.5280.002660
822	RADIATION AND ENVIRONMENTAL BIOPHYSICS	"1362"	1.5270.001740
823	BIOLOGICAL BULLETIN	"4877"	1.5260.001900
824	BIOMETRICS	"20622"	1.5240.013430
825	JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY	"1569"	1.5220.004360
826	Journal of Primary Prevention	"1116"	1.5210.001750
826	Perspectives in Public Health	5271.5210.001290
828	LAW PROBABILITY & RISK	2161.5160.000620
829	AEROBIOLOGIA	"1159"	1.5150.001180
829	GENE EXPRESSION PATTERNS	"1503"	1.5150.001320
831	Iranian Journal of Basic Medical Sciences	"1476"	1.5140.003050
832	PHLEBOLOGY	"1245"	1.5130.002050
833	AMERICAN JOURNAL OF MANAGED CARE	"4169"	1.5120.010440
833	OXFORD BULLETIN OF ECONOMICS AND STATISTICS	"2992"	1.5120.004020
835	INDIAN JOURNAL OF MEDICAL RESEARCH	"5636"	1.5080.006100
836	BIOSTATISTICS	"3600"	1.5040.006800
837	JOURNAL OF CHEMOMETRICS	"3171"	1.5000.001790
837	MATHEMATICAL BIOSCIENCES	"5096"	1.5000.004960
839	SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION	"3413"	1.4980.003220
840	CLINICAL MEDICINE	"1632"	1.4970.003320
