Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
423	Pakistan Journal of Medical Sciences	"2095"	0.8340.003680
424	JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION	"2673"	0.8310.000470
425	ISRAEL MEDICAL ASSOCIATION JOURNAL	"2331"	0.8280.002430
426	Australian Family Physician	"1790"	0.8260.002580
427	JOURNAL OF FAMILY PRACTICE	"1978"	0.8220.000870
427	Undersea and Hyperbaric Medicine	9350.8220.000800
429	REVUE DE MEDECINE INTERNE	"1243"	0.8100.001400
430	ANNALS OF SAUDI MEDICINE	"1511"	0.8080.001140
431	Revista da Associacao Medica Brasileira	"1378"	0.8010.001480
432	Revista Romana de Medicina de Laborator	1820.8000.000190
433	Brazilian Journal of Cardiovascular Surgery	7400.7960.000960
434	Revista Portuguesa de Cardiologia	8240.7850.000950
435	African Health Sciences	"1861"	0.7840.002830
436	MINERVA CARDIOANGIOLOGICA	3710.7810.000510
437	TEXAS HEART INSTITUTE JOURNAL	"1771"	0.7580.001820
438	SCOTTISH MEDICAL JOURNAL	5580.6780.000530
439	M S-MEDECINE SCIENCES	7960.6610.000590
440	Iranian Red Crescent Medical Journal	"1897"	0.6440.003530
440	NATIONAL MEDICAL JOURNAL OF INDIA	7250.6440.000550
442	JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION	"3344"	0.6420.003170
443	ACTA MEDICA OKAYAMA	7560.6350.000680
443	DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT	"1845"	0.6350.001300
445	JOURNAL OF NIPPON MEDICAL SCHOOL	5830.6150.000600
446	Reviews in Cardiovascular Medicine	2620.6100.000400
447	Turkish Journal Of Medical Sciences	"1237"	0.6030.002070
448	Acta Medica Portuguesa	7210.5810.001090
449	BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE	"2398"	0.5670.001980
450	HEART SURGERY FORUM	5340.5640.000430
450	ORVOSI HETILAP	"1155"	0.5640.000760
452	BRITISH JOURNAL OF HOSPITAL MEDICINE	6510.5260.001030
453	MEDICINA-BUENOS AIRES	6740.5250.000640
454	Hippokratia	9640.5200.000940
455	ANNALES DE BIOLOGIE CLINIQUE	5770.5030.000400
456	REVISTA MEDICA DE CHILE	"1736"	0.4850.001140
457	JAAPA-Journal of the American Academy of Physician Assistants	3480.4630.000890
458	Nigerian Journal of Clinical Practice	"1006"	0.4300.001710
459	INTERNIST	3890.4270.000430
460	JCPSP-Journal of the College of Physicians and Surgeons Pakistan	"1948"	0.4070.001870
461	Acta Clinica Croatica	4850.4030.000580
462	MEDICINA DELLO SPORT	2010.3930.000170
463	KARDIOLOGIYA	6040.3770.000230
464	TERAPEVTICHESKII ARKHIV	6110.3590.000390
465	PERSPECTIVES IN BIOLOGY AND MEDICINE	9980.3040.000620
466	Srpski Arhiv za Celokupno Lekarstvo	4660.2990.000600
467	Laeknabladid	1920.2890.000170
468	Gaceta Medica de Mexico	4810.2830.000620
469	Vojnosanitetski Pregled	6350.2720.000930
470	INVESTIGACION CLINICA	1750.2500.000150
471	Journal of Nepal Medical Association	2930.2120.000190
472	Asian Biomedicine	2530.2000.000330
473	International Journal of Clinical and Experimental Medicine	"6960"	0.1810.018540
474	WEST INDIAN MEDICAL JOURNAL	9500.1790.000790
475	BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE	4730.0830.000170
476	Kuwait Medical Journal	880.0710.000060
477	Australian Journal of General Practice	78	Not Available	0.000000
477	Circulation-Genomic and Precision Medicine	114	Not Available	0.000000
477	Current Medical Science	20	Not Available	0.000000
